"X","y","Pays","Sexe","Age","Education","Statut_emploi","Revenu","Residence","Duree","mode_pref","StatutEmploi","ConsEnv"
15056,0,"Belgium","homme",47,"secondaire","Not Employed","tres faible","grande ville",15,"marche","sans emploi",8
15057,0,"Spain","femme",46,"universite","Not Employed","moyen","zone rurale",90,"vehicule individuel","sans emploi",8
15058,0,"Spain","femme",53,"secondaire","Employed","faible","aire metropolitaine",70,"marche","employe",9
15059,0,"Denmark","homme",59,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",7
15060,0,"Denmark","homme",51,"premier cycle","Not Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","sans emploi",10
15061,0,"Belgium","femme",28,"universite","Employed","moyen","grande ville",60,"transport collectif","employe",9
15062,0,"Spain","femme",46,"universite","Employed","moyen","grande ville",40,"vehicule individuel","employe",9
15063,0,"Estonia","femme",50,"universite","Employed","moyen","zone rurale",30,"vehicule individuel","employe",4
15064,0,"Belgium","femme",59,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",45,"marche","sans emploi",5
15065,0,"Spain","femme",30,"secondaire","Not Employed","faible","zone rurale",80,"vehicule individuel","sans emploi",9
15066,0,"Sweden","homme",55,"secondaire","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",1
15067,0,"Hungary","femme",37,"secondaire","Employed","moyen","grande ville",60,"marche","employe",5
15068,1,"Austria","homme",45,"secondaire","Employed","moyen","grande ville",15,"velo","employe",7
15069,1,"Netherlands","homme",31,"universite","Employed","eleve","grande ville",75,"velo","employe",8
15070,0,"Spain","femme",39,"universite","Employed","moyen","aire metropolitaine",15,"vehicule individuel","employe",8
15071,0,"Estonia","homme",28,"secondaire","Employed","faible","zone rurale",30,"marche","employe",5
15072,1,"Netherlands","homme",55,"secondaire","Employed","moyen","petite-moyenne ville",15,"velo","employe",7
15073,0,"Poland","homme",60,"secondaire","Not Employed","faible","petite-moyenne ville",30,"vehicule individuel","sans emploi",7
15074,0,"Germany","femme",46,"universite","Employed","tres faible","grande ville",30,"vehicule individuel","employe",2
15075,0,"Spain","femme",57,"secondaire","Employed","moyen","petite-moyenne ville",15,"marche","employe",5
15076,0,"Spain","femme",40,"secondaire","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",9
15077,1,"Denmark","homme",48,"universite","Employed","eleve","petite-moyenne ville",20,"velo","employe",5
15078,0,"Sweden","homme",57,"secondaire","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",10
15079,0,"Sweden","homme",40,"secondaire","Employed","faible","zone rurale",14,"vehicule individuel","employe",5
15080,0,"Romania","homme",47,"secondaire","Employed","moyen","petite-moyenne ville",90,"vehicule individuel","employe",8
15081,0,"Germany","femme",44,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",8
15082,0,"Denmark","femme",53,"secondaire","Not Employed","faible","petite-moyenne ville",20,"marche","sans emploi",8
15083,0,"Hungary","femme",29,"universite","Employed","moyen","petite-moyenne ville",10,"marche","employe",8
15084,0,"France","homme",36,"universite","Employed","eleve","aire metropolitaine",20,"vehicule individuel","employe",7
15085,0,"Italy","femme",33,"secondaire","Not Employed","tres faible","grande ville",15,"vehicule individuel","sans emploi",10
15086,1,"Denmark","femme",35,"universite","Employed","moyen","zone rurale",40,"velo","employe",8
15087,0,"Italy","homme",26,"universite","Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","employe",5
15088,0,"Great Britain","femme",26,"universite","Employed","moyen","grande ville",35,"vehicule individuel","employe",9
15089,0,"Germany","homme",59,"universite","Employed","eleve","aire metropolitaine",30,"vehicule individuel","employe",3
15090,1,"Denmark","homme",55,"premier cycle","Not Employed","sans reponse","grande ville",30,"marche","sans emploi",5
15091,0,"Romania","femme",50,"secondaire","Employed","moyen","petite-moyenne ville",20,"marche","employe",9
15092,0,"France","homme",46,"secondaire","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",5
15093,0,"Germany","homme",36,"secondaire inferieur","Employed","faible","petite-moyenne ville",10,"vehicule individuel","employe",5
15094,0,"Hungary","homme",48,"secondaire inferieur","Employed","tres eleve","petite-moyenne ville",30,"vehicule individuel","employe",10
15095,0,"Belgium","femme",49,"secondaire","Employed","eleve","zone rurale",30,"vehicule individuel","employe",6
15096,0,"Belgium","homme",52,"universite","Employed","eleve","grande ville",15,"vehicule individuel","employe",5
15097,0,"Germany","femme",17,"secondaire inferieur","Not Employed","sans reponse","zone rurale",30,"marche","sans emploi",5
15098,0,"Hungary","femme",40,"secondaire inferieur","Employed","faible","zone rurale",30,"transport collectif","employe",6
15099,0,"Great Britain","homme",29,"universite","Employed","moyen","aire metropolitaine",60,"marche","employe",7
15100,0,"Romania","homme",50,"secondaire","Not Employed","tres faible","zone rurale",65,"marche","sans emploi",8
15101,0,"Belgium","femme",21,"secondaire","Not Employed","eleve","petite-moyenne ville",30,"transport collectif","sans emploi",7
15102,1,"Poland","homme",40,"secondaire","Employed","moyen","petite-moyenne ville",25,"velo","employe",8
15103,0,"Poland","femme",54,"secondaire","Not Employed","tres faible","petite-moyenne ville",60,"marche","sans emploi",10
15104,0,"Germany","homme",48,"secondaire inferieur","Employed","moyen","petite-moyenne ville",15,"vehicule individuel","employe",3
15105,0,"Hungary","femme",38,"secondaire","Not Employed","faible","zone rurale",30,"vehicule individuel","sans emploi",5
15106,0,"Sweden","femme",29,"universite","Employed","faible","grande ville",20,"transport collectif","employe",8
15107,0,"Romania","homme",31,"secondaire","Employed","moyen","grande ville",20,"vehicule individuel","employe",8
15108,0,"Spain","femme",55,"premier cycle","Not Employed","faible","grande ville",20,"marche","sans emploi",8
15109,0,"Belgium","femme",40,"secondaire","Not Employed","sans reponse","grande ville",45,"marche","sans emploi",8
15110,0,"Poland","femme",51,"secondaire","Not Employed","sans reponse","petite-moyenne ville",15,"vehicule individuel","sans emploi",5
15111,0,"Belgium","homme",29,"secondaire","Not Employed","moyen","zone rurale",75,"vehicule individuel","sans emploi",5
15112,0,"Hungary","homme",44,"secondaire","Employed","faible","zone rurale",10,"marche","employe",3
15113,0,"Hungary","homme",49,"secondaire inferieur","Employed","faible","zone rurale",20,"vehicule individuel","employe",8
15114,0,"Italy","femme",56,"secondaire inferieur","Employed","tres faible","zone rurale",30,"vehicule individuel","employe",9
15115,0,"Poland","homme",51,"secondaire","Employed","moyen","petite-moyenne ville",25,"vehicule individuel","employe",7
15116,1,"Netherlands","homme",26,"universite","Employed","tres faible","petite-moyenne ville",60,"velo","employe",10
15117,0,"Finland","femme",60,"secondaire inferieur","Not Employed","tres faible","zone rurale",120,"vehicule individuel","sans emploi",4
15118,1,"Netherlands","homme",46,"universite","Employed","moyen","zone rurale",90,"velo","employe",7
15119,0,"Denmark","homme",45,"premier cycle","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",4
15120,0,"Poland","homme",49,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
15121,0,"Great Britain","homme",48,"universite","Employed","tres faible","zone rurale",20,"vehicule individuel","employe",10
15122,0,"Austria","femme",47,"premier cycle","Employed","faible","petite-moyenne ville",15,"marche","employe",8
15123,0,"Romania","homme",25,"secondaire","Not Employed","moyen","petite-moyenne ville",70,"vehicule individuel","sans emploi",7
15124,1,"Hungary","homme",34,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",20,"marche","employe",6
15125,0,"Romania","femme",38,"secondaire","Employed","moyen","petite-moyenne ville",90,"marche","employe",7
15126,1,"Hungary","femme",33,"universite","Employed","moyen","aire metropolitaine",40,"marche","employe",7
15127,0,"Netherlands","homme",60,"secondaire","Not Employed","eleve","zone rurale",20,"vehicule individuel","sans emploi",7
15128,0,"Hungary","femme",36,"secondaire inferieur","Employed","tres faible","grande ville",45,"marche","employe",10
15129,0,"Italy","homme",38,"secondaire","Not Employed","faible","zone rurale",45,"marche","sans emploi",8
15130,0,"Belgium","femme",43,"universite","Employed","tres eleve","aire metropolitaine",10,"vehicule individuel","employe",5
15131,1,"Sweden","femme",28,"secondaire","Employed","moyen","petite-moyenne ville",10,"velo","employe",8
15132,0,"Finland","femme",24,"secondaire","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
15133,0,"Italy","femme",59,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",7
15134,0,"Hungary","homme",41,"secondaire inferieur","Employed","sans reponse","aire metropolitaine",25,"vehicule individuel","employe",4
15135,1,"Poland","femme",22,"secondaire","Not Employed","faible","petite-moyenne ville",115,"marche","sans emploi",9
15136,0,"Germany","homme",48,"secondaire","Employed","moyen","petite-moyenne ville",60,"transport collectif","employe",7
15137,0,"Belgium","homme",44,"secondaire","Not Employed","faible","zone rurale",3,"vehicule individuel","sans emploi",7
15138,0,"Netherlands","homme",44,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",9
15139,1,"Denmark","femme",29,"universite","Employed","moyen","aire metropolitaine",5,"velo","employe",9
15140,0,"Poland","homme",52,"secondaire","Employed","faible","petite-moyenne ville",30,"transport collectif","employe",7
15141,0,"Hungary","femme",52,"secondaire","Employed","faible","petite-moyenne ville",40,"marche","employe",7
15142,0,"Spain","femme",23,"secondaire","Employed","faible","petite-moyenne ville",25,"vehicule individuel","employe",10
15143,1,"Austria","femme",40,"premier cycle","Employed","moyen","petite-moyenne ville",30,"velo","employe",8
15144,0,"Belgium","femme",50,"secondaire inferieur","Not Employed","tres faible","grande ville",60,"marche","sans emploi",9
15145,0,"Denmark","femme",47,"premier cycle","Not Employed","faible","zone rurale",20,"vehicule individuel","sans emploi",1
15146,0,"Netherlands","femme",35,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",7
15147,0,"Netherlands","homme",28,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",7
15148,0,"Netherlands","femme",46,"secondaire inferieur","Employed","moyen","grande ville",20,"vehicule individuel","employe",5
15149,1,"Sweden","homme",37,"universite","Employed","eleve","grande ville",20,"velo","employe",5
15150,0,"Italy","homme",57,"secondaire","Employed","moyen","petite-moyenne ville",10,"marche","employe",9
15151,0,"Finland","femme",50,"universite","Employed","moyen","petite-moyenne ville",40,"vehicule individuel","employe",7
15152,0,"Portugal","femme",27,"secondaire","Employed","faible","grande ville",70,"vehicule individuel","employe",8
15153,0,"Poland","homme",40,"universite","Employed","moyen","petite-moyenne ville",10,"vehicule individuel","employe",5
15154,0,"France","femme",34,"universite","Employed","sans reponse","grande ville",40,"transport collectif","employe",7
15155,0,"Romania","homme",38,"secondaire","Employed","eleve","petite-moyenne ville",495,"transport collectif","employe",1
15156,0,"Belgium","femme",58,"secondaire inferieur","Not Employed","faible","grande ville",70,"marche","sans emploi",9
15157,0,"Poland","homme",18,"secondaire","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",7
15158,0,"Netherlands","femme",36,"secondaire","Not Employed","faible","zone rurale",110,"marche","sans emploi",9
15159,0,"Hungary","homme",50,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",15,"vehicule individuel","sans emploi",7
15160,0,"Belgium","femme",24,"secondaire","Employed","faible","petite-moyenne ville",15,"vehicule individuel","employe",3
15161,1,"Hungary","homme",28,"secondaire inferieur","Employed","moyen","petite-moyenne ville",5,"marche","employe",8
15162,0,"France","femme",30,"secondaire","Employed","eleve","grande ville",25,"marche","employe",5
15163,1,"Denmark","femme",31,"premier cycle","Not Employed","faible","aire metropolitaine",10,"marche","sans emploi",7
15164,0,"Belgium","femme",25,"universite","Employed","faible","zone rurale",20,"vehicule individuel","employe",7
15165,0,"Hungary","femme",38,"premier cycle","Not Employed","sans reponse","grande ville",30,"marche","sans emploi",10
15166,0,"France","femme",41,"secondaire","Employed","moyen","petite-moyenne ville",30,"marche","employe",1
15167,0,"Spain","homme",31,"secondaire","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",7
15168,1,"Sweden","homme",55,"premier cycle","Employed","moyen","zone rurale",150,"velo","employe",5
15169,0,"Great Britain","homme",28,"universite","Employed","faible","petite-moyenne ville",60,"vehicule individuel","employe",6
15170,0,"Belgium","homme",47,"universite","Not Employed","tres faible","petite-moyenne ville",30,"marche","sans emploi",6
15171,1,"Spain","femme",23,"secondaire","Not Employed","moyen","grande ville",80,"marche","sans emploi",10
15172,0,"Finland","homme",28,"secondaire","Not Employed","faible","grande ville",35,"transport collectif","sans emploi",6
15173,0,"Romania","femme",47,"secondaire inferieur","Not Employed","moyen","zone rurale",60,"vehicule individuel","sans emploi",7
15174,0,"Belgium","homme",43,"secondaire inferieur","Employed","moyen","zone rurale",10,"vehicule individuel","employe",5
15175,1,"Belgium","femme",45,"secondaire","Employed","moyen","petite-moyenne ville",10,"velo","employe",7
15176,0,"Belgium","homme",41,"universite","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",1
15177,0,"Netherlands","homme",44,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",60,"marche","sans emploi",6
15178,0,"Germany","femme",49,"secondaire inferieur","Not Employed","tres faible","zone rurale",35,"vehicule individuel","sans emploi",10
15179,0,"Denmark","homme",46,"premier cycle","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",5
15180,0,"Sweden","homme",26,"secondaire","Employed","eleve","petite-moyenne ville",20,"marche","employe",6
15181,0,"Austria","femme",26,"secondaire inferieur","Employed","eleve","petite-moyenne ville",5,"vehicule individuel","employe",8
15182,0,"Spain","femme",52,"secondaire","Employed","eleve","grande ville",10,"marche","employe",7
15183,0,"Belgium","homme",48,"secondaire","Employed","faible","petite-moyenne ville",20,"vehicule individuel","employe",5
15184,0,"Slovakia","homme",30,"secondaire inferieur","Employed","moyen","zone rurale",60,"vehicule individuel","employe",5
15185,0,"Sweden","femme",34,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",6
15186,0,"Sweden","femme",29,"universite","Employed","faible","petite-moyenne ville",40,"vehicule individuel","employe",6
15187,0,"Finland","homme",59,"secondaire inferieur","Not Employed","moyen","zone rurale",60,"vehicule individuel","sans emploi",4
15188,0,"Italy","homme",28,"universite","Employed","moyen","aire metropolitaine",45,"vehicule individuel","employe",10
15189,0,"Germany","femme",30,"universite","Employed","faible","grande ville",10,"marche","employe",8
15190,0,"Belgium","femme",47,"universite","Not Employed","moyen","petite-moyenne ville",25,"vehicule individuel","sans emploi",7
15191,0,"Italy","femme",29,"secondaire","Employed","moyen","zone rurale",30,"vehicule individuel","employe",8
15192,0,"Belgium","femme",44,"secondaire inferieur","Not Employed","moyen","petite-moyenne ville",25,"marche","sans emploi",8
15193,0,"Romania","femme",47,"secondaire","Employed","moyen","petite-moyenne ville",160,"vehicule individuel","employe",8
15194,0,"Sweden","homme",24,"universite","Not Employed","faible","aire metropolitaine",30,"transport collectif","sans emploi",8
15195,0,"Belgium","femme",43,"secondaire","Employed","moyen","zone rurale",40,"vehicule individuel","employe",9
15196,0,"Netherlands","femme",32,"premier cycle","Employed","faible","aire metropolitaine",45,"marche","employe",8
15197,1,"Denmark","homme",45,"secondaire","Employed","moyen","aire metropolitaine",17,"velo","employe",7
15198,0,"Spain","femme",52,"secondaire inferieur","Employed","moyen","zone rurale",30,"vehicule individuel","employe",9
15199,0,"Sweden","homme",43,"secondaire","Employed","moyen","grande ville",5,"marche","employe",10
15200,0,"Belgium","homme",53,"universite","Not Employed","moyen","petite-moyenne ville",10,"transport collectif","sans emploi",10
15201,1,"Hungary","femme",44,"secondaire inferieur","Employed","tres faible","zone rurale",15,"velo","employe",5
15202,1,"Poland","femme",28,"universite","Employed","sans reponse","zone rurale",90,"velo","employe",8
15203,1,"Belgium","homme",23,"universite","Employed","moyen","aire metropolitaine",8,"velo","employe",6
15204,0,"Germany","femme",57,"secondaire inferieur","Employed","sans reponse","zone rurale",120,"vehicule individuel","employe",7
15205,1,"Slovenia","homme",50,"secondaire inferieur","Employed","moyen","zone rurale",14,"marche","employe",4
15206,1,"Italy","femme",58,"secondaire","Employed","moyen","grande ville",40,"velo","employe",10
15207,1,"Netherlands","homme",51,"secondaire","Not Employed","tres faible","petite-moyenne ville",15,"marche","sans emploi",2
15208,0,"Sweden","femme",46,"secondaire","Employed","eleve","grande ville",30,"marche","employe",8
15209,0,"Belgium","femme",23,"universite","Not Employed","moyen","petite-moyenne ville",35,"vehicule individuel","sans emploi",7
15210,0,"Italy","femme",54,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",20,"vehicule individuel","employe",9
15211,0,"Spain","homme",39,"universite","Not Employed","tres faible","petite-moyenne ville",30,"marche","sans emploi",7
15212,0,"Great Britain","homme",28,"universite","Employed","moyen","grande ville",30,"vehicule individuel","employe",4
15213,0,"Sweden","homme",60,"universite","Employed","moyen","aire metropolitaine",15,"marche","employe",4
15214,1,"Belgium","femme",47,"secondaire","Employed","moyen","aire metropolitaine",7,"velo","employe",8
15215,0,"Spain","femme",34,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",9
15216,1,"Great Britain","femme",47,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",60,"marche","employe",7
15217,0,"Belgium","homme",54,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",5
15218,0,"Romania","homme",51,"secondaire","Employed","moyen","petite-moyenne ville",60,"vehicule individuel","employe",8
15219,1,"Hungary","homme",25,"universite","Employed","moyen","petite-moyenne ville",40,"velo","employe",3
15220,1,"Hungary","femme",40,"secondaire inferieur","Employed","faible","aire metropolitaine",45,"velo","employe",7
15221,0,"Netherlands","homme",60,"secondaire inferieur","Employed","faible","zone rurale",35,"transport collectif","employe",7
15222,0,"France","femme",35,"universite","Employed","faible","petite-moyenne ville",10,"vehicule individuel","employe",8
15223,1,"Belgium","femme",30,"secondaire","Not Employed","faible","petite-moyenne ville",40,"velo","sans emploi",6
15224,0,"Great Britain","femme",46,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"vehicule individuel","sans emploi",2
15225,0,"Poland","homme",54,"secondaire","Employed","moyen","petite-moyenne ville",205,"vehicule individuel","employe",9
15226,0,"Portugal","homme",40,"universite","Employed","faible","aire metropolitaine",15,"vehicule individuel","employe",5
15227,1,"Hungary","femme",42,"secondaire","Employed","eleve","petite-moyenne ville",120,"velo","employe",1
15228,1,"Poland","femme",55,"secondaire","Not Employed","moyen","zone rurale",105,"velo","sans emploi",9
15229,0,"Great Britain","homme",29,"universite","Employed","eleve","petite-moyenne ville",25,"vehicule individuel","employe",8
15230,1,"Belgium","femme",24,"universite","Employed","moyen","grande ville",20,"velo","employe",8
15231,0,"Belgium","homme",50,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",8
15232,0,"Romania","femme",46,"universite","Employed","moyen","grande ville",5,"vehicule individuel","employe",9
15233,0,"Belgium","femme",46,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",30,"vehicule individuel","sans emploi",5
15234,0,"Netherlands","homme",32,"secondaire","Employed","moyen","zone rurale",20,"vehicule individuel","employe",5
15235,0,"Great Britain","femme",51,"secondaire","Employed","faible","zone rurale",50,"transport collectif","employe",9
15236,0,"Austria","femme",47,"secondaire","Employed","sans reponse","petite-moyenne ville",20,"vehicule individuel","employe",7
15237,1,"Poland","homme",29,"secondaire","Employed","faible","grande ville",15,"velo","employe",4
15238,0,"Germany","homme",45,"secondaire inferieur","Employed","moyen","zone rurale",15,"vehicule individuel","employe",1
15239,0,"Belgium","femme",31,"universite","Employed","moyen","petite-moyenne ville",55,"transport collectif","employe",9
15240,0,"Denmark","femme",49,"secondaire","Employed","moyen","aire metropolitaine",70,"transport collectif","employe",4
15241,0,"Romania","femme",37,"secondaire","Employed","moyen","grande ville",70,"marche","employe",10
15242,0,"Italy","homme",58,"secondaire inferieur","Not Employed","faible","petite-moyenne ville",60,"marche","sans emploi",7
15243,0,"Hungary","femme",22,"universite","Not Employed","moyen","grande ville",35,"transport collectif","sans emploi",5
15244,0,"Spain","femme",42,"secondaire","Employed","moyen","aire metropolitaine",50,"transport collectif","employe",9
15245,1,"Poland","femme",50,"secondaire","Employed","tres faible","zone rurale",30,"velo","employe",1
15246,0,"Finland","femme",46,"universite","Employed","faible","petite-moyenne ville",22,"transport collectif","employe",8
15247,0,"Romania","femme",34,"secondaire inferieur","Employed","moyen","aire metropolitaine",25,"transport collectif","employe",10
15248,0,"Germany","homme",28,"universite","Employed","moyen","aire metropolitaine",25,"vehicule individuel","employe",7
15249,0,"Slovenia","homme",51,"secondaire","Employed","eleve","grande ville",10,"vehicule individuel","employe",1
15250,0,"Belgium","femme",53,"universite","Employed","moyen","zone rurale",15,"vehicule individuel","employe",8
15251,1,"Hungary","femme",40,"universite","Not Employed","sans reponse","petite-moyenne ville",38,"velo","sans emploi",7
15252,0,"Belgium","homme",59,"secondaire inferieur","Not Employed","moyen","zone rurale",20,"vehicule individuel","sans emploi",6
15253,0,"Italy","femme",33,"secondaire","Employed","faible","petite-moyenne ville",10,"vehicule individuel","employe",6
15254,1,"Poland","homme",28,"secondaire","Employed","moyen","petite-moyenne ville",5,"marche","employe",7
15255,1,"Denmark","femme",56,"secondaire","Not Employed","tres faible","aire metropolitaine",20,"velo","sans emploi",10
15256,1,"Belgium","femme",30,"secondaire","Employed","faible","aire metropolitaine",35,"velo","employe",9
15257,0,"Poland","femme",54,"secondaire","Employed","moyen","petite-moyenne ville",35,"transport collectif","employe",7
15258,0,"Romania","homme",50,"secondaire","Not Employed","moyen","grande ville",15,"transport collectif","sans emploi",8
15259,0,"Hungary","homme",40,"universite","Employed","faible","aire metropolitaine",60,"transport collectif","employe",8
15260,0,"Italy","femme",32,"secondaire","Not Employed","faible","petite-moyenne ville",30,"marche","sans emploi",9
15261,0,"Poland","femme",29,"secondaire","Employed","tres faible","petite-moyenne ville",20,"marche","employe",7
15262,0,"Poland","femme",39,"secondaire","Not Employed","tres faible","grande ville",70,"vehicule individuel","sans emploi",7
15263,0,"Finland","femme",29,"secondaire inferieur","Not Employed","faible","zone rurale",10,"vehicule individuel","sans emploi",7
15264,0,"Romania","homme",33,"universite","Employed","moyen","grande ville",95,"transport collectif","employe",9
15265,0,"Romania","homme",54,"secondaire","Not Employed","faible","petite-moyenne ville",20,"vehicule individuel","sans emploi",8
15266,1,"Netherlands","femme",51,"secondaire","Employed","eleve","petite-moyenne ville",30,"velo","employe",8
15267,0,"Germany","homme",57,"premier cycle","Employed","tres faible","petite-moyenne ville",22,"vehicule individuel","employe",8
15268,0,"Great Britain","homme",25,"universite","Employed","tres faible","zone rurale",25,"vehicule individuel","employe",4
15269,0,"Slovenia","femme",41,"universite","Employed","moyen","zone rurale",25,"vehicule individuel","employe",9
15270,0,"Italy","femme",33,"secondaire","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",8
15271,0,"Belgium","homme",28,"secondaire","Employed","moyen","grande ville",30,"vehicule individuel","employe",6
15272,1,"Romania","homme",18,"universite","Employed","eleve","aire metropolitaine",120,"velo","employe",7
15273,0,"Great Britain","femme",30,"universite","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",7
15274,0,"Hungary","femme",51,"secondaire inferieur","Not Employed","tres faible","grande ville",30,"transport collectif","sans emploi",6
15275,0,"Netherlands","homme",29,"secondaire inferieur","Employed","moyen","grande ville",30,"vehicule individuel","employe",7
15276,1,"Romania","homme",20,"secondaire","Not Employed","moyen","grande ville",25,"velo","sans emploi",8
15277,0,"Netherlands","homme",55,"secondaire","Employed","eleve","zone rurale",75,"vehicule individuel","employe",7
15278,0,"Belgium","femme",59,"secondaire inferieur","Not Employed","moyen","zone rurale",45,"marche","sans emploi",7
15279,0,"Denmark","femme",57,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"marche","sans emploi",9
15280,1,"Belgium","homme",19,"secondaire","Not Employed","moyen","petite-moyenne ville",15,"velo","sans emploi",5
15281,0,"Hungary","homme",54,"secondaire inferieur","Not Employed","moyen","zone rurale",20,"transport collectif","sans emploi",10
15282,0,"Netherlands","homme",54,"universite","Employed","eleve","aire metropolitaine",6,"vehicule individuel","employe",7
15283,0,"Poland","femme",50,"universite","Employed","moyen","grande ville",30,"transport collectif","employe",8
15284,0,"Germany","femme",34,"secondaire","Employed","faible","grande ville",20,"transport collectif","employe",8
15285,0,"Italy","femme",32,"secondaire","Employed","moyen","petite-moyenne ville",35,"vehicule individuel","employe",8
15286,1,"Germany","homme",42,"secondaire inferieur","Employed","tres faible","petite-moyenne ville",6,"velo","employe",1
15287,0,"Croatia","homme",43,"secondaire","Employed","moyen","petite-moyenne ville",45,"vehicule individuel","employe",8
15288,0,"Poland","homme",21,"secondaire inferieur","Not Employed","faible","grande ville",60,"transport collectif","sans emploi",9
15289,1,"Sweden","homme",40,"secondaire","Employed","eleve","aire metropolitaine",25,"velo","employe",9
15290,0,"Italy","homme",58,"secondaire","Employed","faible","zone rurale",45,"vehicule individuel","employe",8
15291,0,"Denmark","homme",55,"premier cycle","Not Employed","faible","aire metropolitaine",10,"vehicule individuel","sans emploi",7
15292,0,"Lithuania","femme",31,"universite","Employed","sans reponse","zone rurale",30,"vehicule individuel","employe",5
15293,0,"Slovakia","femme",51,"secondaire inferieur","Not Employed","moyen","zone rurale",15,"vehicule individuel","sans emploi",8
15294,0,"Netherlands","homme",41,"secondaire","Employed","eleve","petite-moyenne ville",30,"marche","employe",8
15295,0,"Sweden","homme",58,"universite","Employed","eleve","petite-moyenne ville",90,"vehicule individuel","employe",8
15296,0,"Germany","femme",33,"secondaire","Not Employed","moyen","petite-moyenne ville",20,"transport collectif","sans emploi",4
15297,0,"Sweden","homme",24,"universite","Employed","tres eleve","aire metropolitaine",40,"transport collectif","employe",3
15298,0,"Romania","femme",43,"secondaire","Employed","moyen","zone rurale",15,"vehicule individuel","employe",6
15299,1,"Netherlands","homme",53,"secondaire","Employed","eleve","petite-moyenne ville",6,"velo","employe",5
15300,1,"Sweden","homme",53,"premier cycle","Employed","faible","petite-moyenne ville",25,"marche","employe",1
15301,1,"Germany","femme",32,"secondaire","Employed","moyen","aire metropolitaine",15,"velo","employe",8
15302,0,"Netherlands","homme",60,"secondaire","Not Employed","tres faible","petite-moyenne ville",10,"vehicule individuel","sans emploi",5
15303,1,"Netherlands","homme",30,"secondaire","Employed","moyen","grande ville",10,"velo","employe",4
15304,0,"Latvia","homme",48,"secondaire","Employed","moyen","petite-moyenne ville",20,"vehicule individuel","employe",8
15305,0,"Sweden","femme",27,"secondaire","Employed","tres faible","petite-moyenne ville",35,"vehicule individuel","employe",8
15306,1,"Denmark","homme",48,"universite","Employed","moyen","petite-moyenne ville",5,"velo","employe",8
15307,0,"Belgium","femme",55,"universite","Employed","eleve","zone rurale",35,"vehicule individuel","employe",7
15308,1,"Denmark","femme",55,"secondaire","Employed","faible","aire metropolitaine",35,"velo","employe",5
15309,0,"Belgium","femme",28,"secondaire","Employed","moyen","zone rurale",50,"vehicule individuel","employe",6
15310,0,"Great Britain","homme",25,"universite","Employed","tres faible","aire metropolitaine",45,"transport collectif","employe",1
15311,0,"Belgium","femme",21,"secondaire","Not Employed","tres faible","aire metropolitaine",7,"marche","sans emploi",9
15312,0,"Romania","femme",44,"universite","Employed","faible","grande ville",30,"transport collectif","employe",8
15313,0,"Spain","femme",46,"universite","Employed","moyen","petite-moyenne ville",30,"vehicule individuel","employe",9
15314,0,"Spain","femme",33,"secondaire inferieur","Employed","eleve","grande ville",70,"vehicule individuel","employe",10
15315,0,"Portugal","femme",26,"universite","Not Employed","moyen","petite-moyenne ville",3,"marche","sans emploi",4
15316,1,"France","femme",57,"secondaire","Not Employed","moyen","zone rurale",15,"velo","sans emploi",6
15317,0,"Italy","femme",41,"universite","Employed","faible","petite-moyenne ville",40,"marche","employe",9
